"Data_point","company","year","value"
"ROA ","SSAB A","2012",3e-04
"DD","SSAB A","2012",1
"ID","SSAB A","2012",0
"DE","SSAB A","2012",526
"DDE","SSAB A","2012",1
"SIZE","Sweco ","2012",8.4
"Sales","Sweco ","2012",7503
"FSD","Sweco ","2012",1
"FSTS","Sweco ","2012",0.48
"Tobin's Q","Sweco ","2012",2.07
"FXD","Sweco ","2012",0
"Gross FXD","Sweco ","2012",0
"DERIV","Sweco ","2012",0
"R&D/sales","Sweco ","2012",0
"Leverage","Sweco ","2012",0.46
"Quick ratio","Sweco ","2012",0.17
"Capex/sales","Sweco ","2012",0.021
"ROA ","Sweco ","2012",0.099
"DD","Sweco ","2012",1
"ID","Sweco ","2012",0
"DE","Sweco ","2012",0
"DDE","Sweco ","2012",0
"SIZE","Swedish match","2012",9.57
"Sales","Swedish match","2012",12486
"FSD","Swedish match","2012",1
"FSTS","Swedish match","2012",0.46
"Tobin's Q","Swedish match","2012",2.55
"FXD","Swedish match","2012",1
"Gross FXD","Swedish match","2012",6104
"DERIV","Swedish match","2012",0.49
"R&D/sales","Swedish match","2012",0.0079
"Leverage","Swedish match","2012",0.57
"Quick ratio","Swedish match","2012",0.66
"Capex/sales","Swedish match","2012",0.02
"ROA ","Swedish match","2012",0.2
"DD","Swedish match","2012",1
"ID","Swedish match","2012",0
"DE","Swedish match","2012",-16
"DDE","Swedish match","2012",0
"SIZE","Tele2 B","2012",10.8
"Sales","Tele2 B","2012",30742
"FSD","Tele2 B","2012",1
"FSTS","Tele2 B","2012",0.59
"Tobin's Q","Tele2 B","2012",1.65
"FXD","Tele2 B","2012",1
"Gross FXD","Tele2 B","2012",14898
"DERIV","Tele2 B","2012",0.48
"R&D/sales","Tele2 B","2012",0
"Leverage","Tele2 B","2012",0.83
"Quick ratio","Tele2 B","2012",0.12
"Capex/sales","Tele2 B","2012",0.17
"ROA ","Tele2 B","2012",0.02
"DD","Tele2 B","2012",1
"ID","Tele2 B","2012",0
"DE","Tele2 B","2012",1479
"DDE","Tele2 B","2012",1
"SIZE","TeliaSonera","2012",12.44
"Sales","TeliaSonera","2012",104898
"FSD","TeliaSonera","2012",1
"FSTS","TeliaSonera","2012",0.65
"Tobin's Q","TeliaSonera","2012",1.32
"FXD","TeliaSonera","2012",1
"Gross FXD","TeliaSonera","2012",7281
"DERIV","TeliaSonera","2012",0.07
"R&D/sales","TeliaSonera","2012",0.0036
"Leverage","TeliaSonera","2012",0.84
"Quick ratio","TeliaSonera","2012",0.84
"Capex/sales","TeliaSonera","2012",0.15
"ROA ","TeliaSonera","2012",0.084
"DD","TeliaSonera","2012",1
"ID","TeliaSonera","2012",0
"DE","TeliaSonera","2012",28
"DDE","TeliaSonera","2012",1
"SIZE","Volvo ","2012",12.73
"Sales","Volvo ","2012",300410
"FSD","Volvo ","2012",1
"FSTS","Volvo ","2012",0.96
"Tobin's Q","Volvo ","2012",1.3
"FXD","Volvo ","2012",1
"Gross FXD","Volvo ","2012",47796
"DERIV","Volvo ","2012",0.16
"R&D/sales","Volvo ","2012",0.0492
"Leverage","Volvo ","2012",1.92
"Quick ratio","Volvo ","2012",0.21
"Capex/sales","Volvo ","2012",0.08
"ROA ","Volvo ","2012",0.033
"DD","Volvo ","2012",1
"ID","Volvo ","2012",1
"DE","Volvo ","2012",223
"DDE","Volvo ","2012",1
"SIZE","ÅF B","2012",8.9
"Sales","ÅF B","2012",5796
"FSD","ÅF B","2012",1
"FSTS","ÅF B","2012",0.3
"Tobin's Q","ÅF B","2012",1.35
"FXD","ÅF B","2012",0
"Gross FXD","ÅF B","2012",0
"DERIV","ÅF B","2012",0
"R&D/sales","ÅF B","2012",0
"Leverage","ÅF B","2012",0.4
"Quick ratio","ÅF B","2012",0.2
"Capex/sales","ÅF B","2012",0.006
"ROA ","ÅF B","2012",0.047
"DD","ÅF B","2012",1
"ID","ÅF B","2012",0
"DE","ÅF B","2012",0
"DDE","ÅF B","2012",0
"Total Assets","AAK","2012",9760
"Foreign sales","AAK","2012",14800
"BV equity","AAK","2012",3923
"Cash","AAK","2012",330
"Gross nominal value","AAK","2012",3041
"R&D expenses","AAK","2012",376
"Total debt","AAK","2012",2857
"Capex","AAK","2012",374
"Net income","AAK","2012",647
"Short term liabilities","AAK","2012",2667
"No of shares (millions)","AAK","2012",41
"Share price 31/12 (est = x cost of EQ - dividend)","AAK","2012",276
"Capitalization","AAK","2012",11316
"Total Assets","Active Biotech","2012",696.7
"Foreign sales","Active Biotech","2012",59
"BV equity","Active Biotech","2012",340
"Cash","Active Biotech","2012",217
"Gross nominal value","Active Biotech","2012",0
"R&D expenses","Active Biotech","2012",375.3
"Total debt","Active Biotech","2012",236.5
"Capex","Active Biotech","2012",17
"Net income","Active Biotech","2012",-175
"Short term liabilities","Active Biotech","2012",128
"No of shares (millions)","Active Biotech","2012",69
"Share price 31/12 (est = x cost of EQ - dividend)","Active Biotech","2012",55
"Capitalization","Active Biotech","2012",3795
"Total Assets","Alfa Laval","2012",34988
"Foreign sales","Alfa Laval","2012",28957
"BV equity","Alfa Laval","2012",14453
"Cash","Alfa Laval","2012",1404
"Gross nominal value","Alfa Laval","2012",6069
"R&D expenses","Alfa Laval","2012",707
"Total debt","Alfa Laval","2012",6101
"Capex","Alfa Laval","2012",531
"Net income","Alfa Laval","2012",3223
"Short term liabilities","Alfa Laval","2012",9407
"No of shares (millions)","Alfa Laval","2012",419.5
"Share price 31/12 (est = x cost of EQ - dividend)","Alfa Laval","2012",135.3
"Capitalization","Alfa Laval","2012",56758.4
"Total Assets","Arcam","2012",138.8
"Foreign sales","Arcam","2012",72.9
"BV equity","Arcam","2012",83.6
"Cash","Arcam","2012",26.9
"Gross nominal value","Arcam","2012",0
"R&D expenses","Arcam","2012",15.7
"Total debt","Arcam","2012",0
"Capex","Arcam","2012",9.2
"Net income","Arcam","2012",15
"Short term liabilities","Arcam","2012",55.2
"Capitalization","Arcam","2012",633
"Total Assets","ASSA ABLOY B","2012",60205
"Foreign sales","ASSA ABLOY B","2012",43633
"BV equity","ASSA ABLOY B","2012",26001
"Cash","ASSA ABLOY B","2012",907
"Gross nominal value","ASSA ABLOY B","2012",3940
"R&D expenses","ASSA ABLOY B","2012",1344
"Total debt","ASSA ABLOY B","2012",15805
"Capex","ASSA ABLOY B","2012",557
"Net income","ASSA ABLOY B","2012",5172
"Short term liabilities","ASSA ABLOY B","2012",16911
"No of shares (millions)","ASSA ABLOY B","2012",370.9
"Share price 31/12 (est = x cost of EQ - dividend)","ASSA ABLOY B","2012",242.9
"Capitalization","ASSA ABLOY B","2012",90092
"Total Assets","Atlas Copco","2012",80794
"Foreign sales","Atlas Copco","2012",88492
"BV equity","Atlas Copco","2012",34185
"Cash","Atlas Copco","2012",12416
"Gross nominal value","Atlas Copco","2012",458
"R&D expenses","Atlas Copco","2012",2034
"Total debt","Atlas Copco","2012",9262
"Capex","Atlas Copco","2012",3950
"Net income","Atlas Copco","2012",13933
"Short term liabilities","Atlas Copco","2012",21505
"No of shares (millions)","Atlas Copco","2012",1213.8
"Capitalization","Atlas Copco","2012",211397
"Total Assets","B&B tools","2012",5599
"Foreign sales","B&B tools","2012",4057
"BV equity","B&B tools","2012",2009
"Cash","B&B tools","2012",85
"Gross nominal value","B&B tools","2012",528
"R&D expenses","B&B tools","2012",0
"Total debt","B&B tools","2012",1882
"Capex","B&B tools","2012",68
"Net income","B&B tools","2012",227
"Short term liabilities","B&B tools","2012",2287
"Capitalization","B&B tools","2012",1685
"Total Assets","Beijer alma","2012",2395
"Foreign sales","Beijer alma","2012",1823
"BV equity","Beijer alma","2012",1519
"Cash","Beijer alma","2012",254
"Gross nominal value","Beijer alma","2012",189.3
"R&D expenses","Beijer alma","2012",7.6
"Total debt","Beijer alma","2012",296.3
"Capex","Beijer alma","2012",70.5
"Net income","Beijer alma","2012",286
"Short term liabilities","Beijer alma","2012",549
"No of shares (millions)","Beijer alma","2012",30.131
"Share price 31/12 (est = x cost of EQ - dividend)","Beijer alma","2012",116
"Capitalization","Beijer alma","2012",3495
"Total Assets","Beijer ref","2012",5013
"Foreign sales","Beijer ref","2012",6537
"BV equity","Beijer ref","2012",2340
"Cash","Beijer ref","2012",188
"Gross nominal value","Beijer ref","2012",0
"R&D expenses","Beijer ref","2012",0
"Total debt","Beijer ref","2012",1417
"Capex","Beijer ref","2012",88.3
"Net income","Beijer ref","2012",306
"Short term liabilities","Beijer ref","2012",1634
"Capitalization","Beijer ref","2012",4588
"Total Assets","Bilia","2012",5842
"Foreign sales","Bilia","2012",6520
"BV equity","Bilia","2012",1586
"Cash","Bilia","2012",62
"Gross nominal value","Bilia","2012",0
"R&D expenses","Bilia","2012",0
"Total debt","Bilia","2012",624
"Capex","Bilia","2012",643
"Net income","Bilia","2012",156
"Short term liabilities","Bilia","2012",2741
"Capitalization","Bilia","2012",2348
"Total Assets","BioGaia","2012",517
"Foreign sales","BioGaia","2012",507
"BV equity","BioGaia","2012",453
"Cash","BioGaia","2012",375
"Gross nominal value","BioGaia","2012",0
"R&D expenses","BioGaia","2012",36
"Total debt","BioGaia","2012",0
"Capex","BioGaia","2012",29
"Net income","BioGaia","2012",330
"Short term liabilities","BioGaia","2012",36
"No of shares (millions)","BioGaia","2012",17.3
"Share price 31/12 (est = x cost of EQ - dividend)","BioGaia","2012",175
"Capitalization","BioGaia","2012",3028
"Total Assets","Boliden","2012",40001
"Foreign sales","Boliden","2012",33279
"BV equity","Boliden","2012",22354
"Cash","Boliden","2012",1011
"Gross nominal value","Boliden","2012",7796
"R&D expenses","Boliden","2012",429
"Total debt","Boliden","2012",7358
"Capex","Boliden","2012",4151
"Net income","Boliden","2012",3341
"Short term liabilities","Boliden","2012",7759
"No of shares (millions)","Boliden","2012",274
"Share price 31/12 (est = x cost of EQ - dividend)","Boliden","2012",122.1
"Capitalization","Boliden","2012",33455
"Total Assets","Bure equity","2012",2438
"Foreign sales","Bure equity","2012",156
"BV equity","Bure equity","2012",2134
"Cash","Bure equity","2012",491
"Gross nominal value","Bure equity","2012",0
"R&D expenses","Bure equity","2012",0
"Total debt","Bure equity","2012",108
"Capex","Bure equity","2012",0
"Net income","Bure equity","2012",-154
"Short term liabilities","Bure equity","2012",290
"Capitalization","Bure equity","2012",1784
"Total Assets","Catena","2012",3443
"Foreign sales","Catena","2012",55
"BV equity","Catena","2012",735
"Cash","Catena","2012",0
"Gross nominal value","Catena","2012",0
"R&D expenses","Catena","2012",0
"Total debt","Catena","2012",306
"Capex","Catena","2012",0
"Net income","Catena","2012",220
"Short term liabilities","Catena","2012",448
"No of shares (millions)","Catena","2012",11.565
"Share price 31/12 (est = x cost of EQ - dividend)","Catena","2012",63
"Capitalization","Catena","2012",729
"Total Assets","Cavotec","2012",16760
"Foreign sales","Cavotec","2012",9125
"BV equity","Cavotec","2012",4800
"Cash","Cavotec","2012",605
"Gross nominal value","Cavotec","2012",0
"R&D expenses","Cavotec","2012",0
"Total debt","Cavotec","2012",2358
"Capex","Cavotec","2012",191
"Net income","Cavotec","2012",2295
"Short term liabilities","Cavotec","2012",5103
"No of shares (millions)","Cavotec","2012",0
"Share price 31/12 (est = x cost of EQ - dividend)","Cavotec","2012",0
"Capitalization","Cavotec","2012",23756
"Total Assets","Clas Ohlson","2012",3056
"Foreign sales","Clas Ohlson","2012",3331
"BV equity","Clas Ohlson","2012",1844
"Cash","Clas Ohlson","2012",112
"Gross nominal value","Clas Ohlson","2012",368
"R&D expenses","Clas Ohlson","2012",0
"Total debt","Clas Ohlson","2012",30
"Capex","Clas Ohlson","2012",208
"Net income","Clas Ohlson","2012",401
"Short term liabilities","Clas Ohlson","2012",1017
"No of shares (millions)","Clas Ohlson","2012",63.7
"Share price 31/12 (est = x cost of EQ - dividend)","Clas Ohlson","2012",99
"Capitalization","Clas Ohlson","2012",6306
"Total Assets","Duni","2012",3531
"Foreign sales","Duni","2012",3384
"BV equity","Duni","2012",1985
"Cash","Duni","2012",181
"Gross nominal value","Duni","2012",0
"R&D expenses","Duni","2012",26
"Total debt","Duni","2012",576
"Capex","Duni","2012",14
"Net income","Duni","2012",126
"Short term liabilities","Duni","2012",695
"Capitalization","Duni","2012",2770
"Total Assets","Electrolux B","2012",75194
"Foreign sales","Electrolux B","2012",106145
"BV equity","Electrolux B","2012",15726
"Cash","Electrolux B","2012",6835
"Gross nominal value","Electrolux B","2012",45280
"R&D expenses","Electrolux B","2012",2613
"Total debt","Electrolux B","2012",13088
"Net income","Electrolux B","2012",2365
"Short term liabilities","Electrolux B","2012",39030
"No of shares (millions)","Electrolux B","2012",285.9
"Share price 31/12 (est = x cost of EQ - dividend)","Electrolux B","2012",170.5
"Capitalization","Electrolux B","2012",48746
"Total Assets","Eniro","2012",8944
"Foreign sales","Eniro","2012",2120
"BV equity","Eniro","2012",3543
"Cash","Eniro","2012",198
"Gross nominal value","Eniro","2012",0
"R&D expenses","Eniro","2012",327
"Total debt","Eniro","2012",2704
"Capex","Eniro","2012",23
"Net income","Eniro","2012",241
"Short term liabilities","Eniro","2012",2070
"No of shares (millions)","Eniro","2012",100.2
"Share price 31/12 (est = x cost of EQ - dividend)","Eniro","2012",11.05
"Capitalization","Eniro","2012",1107
"Total Assets","Ericsson B","2012",274996
"Foreign sales","Ericsson B","2012",222746
"BV equity","Ericsson B","2012",136883
"Cash","Ericsson B","2012",76708
"Gross nominal value","Ericsson B","2012",12728
"R&D expenses","Ericsson B","2012",32833
"Total debt","Ericsson B","2012",38170
"Capex","Ericsson B","2012",3220
"Net income","Ericsson B","2012",5938
"Short term liabilities","Ericsson B","2012",39109
"No of shares (millions)","Ericsson B","2012",3216
"Share price 31/12 (est = x cost of EQ - dividend)","Ericsson B","2012",65.1
"Capitalization","Ericsson B","2012",209362
"Total Assets","Fagerhult","2012",8610
"Foreign sales","Fagerhult","2012",14378
"BV equity","Fagerhult","2012",3699
"Cash","Fagerhult","2012",222
"Gross nominal value","Fagerhult","2012",3260
"R&D expenses","Fagerhult","2012",0
"Total debt","Fagerhult","2012",3956
"Capex","Fagerhult","2012",497
"Net income","Fagerhult","2012",471
"Short term liabilities","Fagerhult","2012",2813
"Capitalization","Fagerhult","2012",5208
"Total Assets","Getinge B","2012",42921
"Foreign sales","Getinge B","2012",23819
"BV equity","Getinge B","2012",15200
"Cash","Getinge B","2012",1254
"Gross nominal value","Getinge B","2012",12144
"R&D expenses","Getinge B","2012",598
"Total debt","Getinge B","2012",17525
"Capex","Getinge B","2012",959
"Net income","Getinge B","2012",2531
"Short term liabilities","Getinge B","2012",10003
"No of shares (millions)","Getinge B","2012",238.3
"Share price 31/12 (est = x cost of EQ - dividend)","Getinge B","2012",220
"Capitalization","Getinge B","2012",52426
"Total Assets","Hennes and Mauritz B","2012",60173
"Foreign sales","Hennes and Mauritz B","2012",114174
"BV equity","Hennes and Mauritz B","2012",43835
"Cash","Hennes and Mauritz B","2012",14148
"Gross nominal value","Hennes and Mauritz B","2012",25104
"R&D expenses","Hennes and Mauritz B","2012",0
"Total debt","Hennes and Mauritz B","2012",0
"Capex","Hennes and Mauritz B","2012",6071
"Net income","Hennes and Mauritz B","2012",16867
"Short term liabilities","Hennes and Mauritz B","2012",14010
"No of shares (millions)","Hennes and Mauritz B","2012",1655.1
"Share price 31/12 (est = x cost of EQ - dividend)","Hennes and Mauritz B","2012",215.9
"Capitalization","Hennes and Mauritz B","2012",357336.09
"Total Assets","Investor","2012",197463
"Foreign sales","Investor","2012",11698
"BV equity","Investor","2012",175106
"Cash","Investor","2012",7696
"Gross nominal value","Investor","2012",36878
"R&D expenses","Investor","2012",1549
"Total debt","Investor","2012",47216
"Capex","Investor","2012",35144
"Net income","Investor","2012",24226
"Short term liabilities","Investor","2012",5660
"Capitalization","Investor","2012",128048
"Total Assets","Kinnevik","2012",62632
"Foreign sales","Kinnevik","2012",2231
"BV equity","Kinnevik","2012",58640
"Cash","Kinnevik","2012",453
"Gross nominal value","Kinnevik","2012",0
"R&D expenses","Kinnevik","2012",53
"Total debt","Kinnevik","2012",3322
"Capex","Kinnevik","2012",7994
"Net income","Kinnevik","2012",-2991
"Short term liabilities","Kinnevik","2012",2763
"Capitalization","Kinnevik","2012",37503
"Total Assets","Lundin Petroleum","2012",22307
"Foreign sales","Lundin Petroleum","2012",9187
"BV equity","Lundin Petroleum","2012",8466
"Cash","Lundin Petroleum","2012",660
"Gross nominal value","Lundin Petroleum","2012",4700
"R&D expenses","Lundin Petroleum","2012",0
"Total debt","Lundin Petroleum","2012",2926
"Capex","Lundin Petroleum","2012",6292
"Net income","Lundin Petroleum","2012",704
"Short term liabilities","Lundin Petroleum","2012",2927
"No of shares (millions)","Lundin Petroleum","2012",310.7
"Share price 31/12 (est = x cost of EQ - dividend)","Lundin Petroleum","2012",149.5
"Capitalization","Lundin Petroleum","2012",46450
"Total Assets","Modern times group B","2012",18366
"Foreign sales","Modern times group B","2012",10981
"BV equity","Modern times group B","2012",4946
"Cash","Modern times group B","2012",371
"Gross nominal value","Modern times group B","2012",4900
"R&D expenses","Modern times group B","2012",0
"Total debt","Modern times group B","2012",1024
"Capex","Modern times group B","2012",144
"Net income","Modern times group B","2012",2124
"Short term liabilities","Modern times group B","2012",4808
"No of shares (millions)","Modern times group B","2012",67
"Share price 31/12 (est = x cost of EQ - dividend)","Modern times group B","2012",229
"Capitalization","Modern times group B","2012",15329
"Total Assets","Mycronic","2012",1472
"Foreign sales","Mycronic","2012",1325
"BV equity","Mycronic","2012",1168
"Cash","Mycronic","2012",581
"Gross nominal value","Mycronic","2012",221
"R&D expenses","Mycronic","2012",290
"Total debt","Mycronic","2012",2.3
"Capex","Mycronic","2012",0
"Net income","Mycronic","2012",-14.6
"Short term liabilities","Mycronic","2012",284
"No of shares (millions)","Mycronic","2012",97.9
"Share price 31/12 (est = x cost of EQ - dividend)","Mycronic","2012",10.25
"Capitalization","Mycronic","2012",1003.475
"Total Assets","Sandvik","2012",104055
"Foreign sales","Sandvik","2012",94709
"BV equity","Sandvik","2012",32536
"Cash","Sandvik","2012",13829
"Gross nominal value","Sandvik","2012",9500
"R&D expenses","Sandvik","2012",1281
"Total debt","Sandvik","2012",40998
"Capex","Sandvik","2012",4820
"Net income","Sandvik","2012",8107
"Short term liabilities","Sandvik","2012",24101
"No of shares (millions)","Sandvik","2012",1245.9
"Share price 31/12 (est = x cost of EQ - dividend)","Sandvik","2012",103.5
"Capitalization","Sandvik","2012",128951
"Total Assets","SCA B","2012",131531
"Foreign sales","SCA B","2012",79821
"BV equity","SCA B","2012",59706
"Cash","SCA B","2012",2017
"Gross nominal value","SCA B","2012",24789
"R&D expenses","SCA B","2012",845
"Total debt","SCA B","2012",34727
"Capex","SCA B","2012",4961
"Net income","SCA B","2012",5000
"Short term liabilities","SCA B","2012",32627
"No of shares (millions)","SCA B","2012",705.1
"Share price 31/12 (est = x cost of EQ - dividend)","SCA B","2012",141
"Capitalization","SCA B","2012",99419
"Total Assets","Securitas B","2012",38457
"Foreign sales","Securitas B","2012",62232
"BV equity","Securitas B","2012",8588
"Cash","Securitas B","2012",4880
"Gross nominal value","Securitas B","2012",1386
"R&D expenses","Securitas B","2012",0
"Total debt","Securitas B","2012",10348
"Capex","Securitas B","2012",1039.2
"Net income","Securitas B","2012",1174
"Short term liabilities","Securitas B","2012",17459
"No of shares (millions)","Securitas B","2012",365.1
"Share price 31/12 (est = x cost of EQ - dividend)","Securitas B","2012",56.7
"Capitalization","Securitas B","2012",20701
"Total Assets","Skanska B","2012",69715
"Foreign sales","Skanska B","2012",98290
"BV equity","Skanska B","2012",19353
"Cash","Skanska B","2012",5770
"Gross nominal value","Skanska B","2012",9785
"R&D expenses","Skanska B","2012",114
"Total debt","Skanska B","2012",13212
"Capex","Skanska B","2012",2568
"Net income","Skanska B","2012",2861
"Short term liabilities","Skanska B","2012",59385
"Capitalization","Skanska B","2012",43700
"Total Assets","SKF B","2012",60757
"Foreign sales","SKF B","2012",62852
"BV equity","SKF B","2012",22468
"Cash","SKF B","2012",8244
"Gross nominal value","SKF B","2012",8015
"R&D expenses","SKF B","2012",1607
"Total debt","SKF B","2012",19864
"Capex","SKF B","2012",1968
"Net income","SKF B","2012",4816
"Short term liabilities","SKF B","2012",13903
"No of shares (millions)","SKF B","2012",455.3
"Share price 31/12 (est = x cost of EQ - dividend)","SKF B","2012",163.2
